id,customer_pname,customer_name,active,name,partner_code,partner_sub_code,ref,contact_name,position,comment,is_company,customer,supplier,property_payment_term,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,fax,mobile,email,เขต,กลุ่ม,ชนิดการค้า,category_id,website,user_id
mh_res_partner_222,บริษัท,ZWebMedia,TRUE,บริษัท ZWebMedia,,,1108,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,456 หมู่2 ต.สามเรือน อ.บางปะอิน,จ.อยุธยา 13160,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กุมุทณา
mh_res_partner_2220,,องค์การบริหารส่วนจังหวัดสมุทรสาคร,TRUE,องค์การบริหารส่วนจังหวัดสมุทรสาคร,,,สาคร,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,,อำเภอเมือง  จังหวัดสุมุทรสาคร,,,,,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ศุภนิมิต
mh_res_partner_2221,โรงเรียน,อนุบาลเทศบาลอ้อมน้อย,TRUE,โรงเรียน อนุบาลเทศบาลอ้อมน้อย,,,235,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,สังกัดกองการศึกษา เทศบาลนครอ้อมน้อย,อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร,,,,,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ศุภนิมิต
mh_res_partner_2222,โรงเรียน,อนุบาลเมฆบัณฑิต,TRUE,โรงเรียน อนุบาลเมฆบัณฑิต,,,,,,,TRUE,TRUE,FALSE,,,Default,FALSE,271/1 หมู่ 1 หมู่ 1 ต.ลาดหญ้า,อ.เมือง จ.กาญจนบุรี 71190  ,,,,034-589229 ,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ศุภนิมิต
mh_res_partner_2223,โรงเรียน,อ้อมน้อยโสภณชนูปถัมภ์,TRUE,โรงเรียน อ้อมน้อยโสภณชนูปถัมภ์,,,1276,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,,ตำบลอ้อมน้อย  อำเภอกระทุ่มแบน  จ.สมุทรสาคร,,,,4311857 - 4202435,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ศุภนิมิต
mh_res_partner_2224,โรงเรียน,อัมพวันวิทยาลัย,TRUE,โรงเรียน อัมพวันวิทยาลัย,,,1137,อ.สันติ  รูปแท้,,อ.สันติ  รูปแท้,TRUE,TRUE,FALSE,30,,Default,FALSE,,ต.อัมพวา  อำเภออัมพวา  จ.สมุทรสงคราม  75110,,,,751371-2,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ศุภนิมิต
mh_res_partner_2225,โรงเรียน,เอื้อวิทยา,TRUE,โรงเรียน เอื้อวิทยา,,,1862,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,,อ.เมือง  จ.สมุทรสงคราม,,,,,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ศุภนิมิต
mh_res_partner_2226,โรงเรียน,บึงนครประชาสรรค์,TRUE,โรงเรียน บึงนครประชาสรรค์,,,3127,อ.วนิดา  ศรีเลิศ,ผอ.,"อ.วนิดา  ศรีเลิศ, ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,กิ่ง อ.เขวาสินรินทร์ จ.สุรินทร์ 32000,,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2227,โรงเรียน,สังขะ,TRUE,โรงเรียน สังขะ,,,3209,รอง อายุ  คิดดี,ผช.ผอ.,"รอง อายุ  คิดดี, ผช.ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.สังขะ จ.สุรินทร์ 32150,,,,,044-571126,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2228,โรงเรียน,หนองอียอวิทยา,TRUE,โรงเรียน หนองอียอวิทยา,,,3400,รองฯสุทธีย์  ชัยตั้งจิต,,รองฯสุทธีย์  ชัยตั้งจิต,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.สนม จ.สุรินทร์ 32160,,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2229,โรงเรียน,ชุมชนบ้านโสก,TRUE,โรงเรียน ชุมชนบ้านโสก,,,8503,อ.ชาติชาย  พงษ์จำนงค์,,อ.ชาติชาย  พงษ์จำนงค์,TRUE,TRUE,FALSE,0,,Default,FALSE,อ.คอนสวรรค์ จ.ชัยภูมิ 36140,,,,,044-889109 บ้าน-889028,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_223,บริษัท,กิโค (ประเทศไทย) จำกัด,TRUE,บริษัท กิโค (ประเทศไทย) จำกัด,,,1238,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,เลขที่ 810/3 ซอยสุขุมวิท 55 (ทองหล่อ),แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร,,,,,27114162,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กุมุทณา
mh_res_partner_2230,โรงเรียน,คอนสวรรค์,TRUE,โรงเรียน คอนสวรรค์,,,8504,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.คอนสวรรค์ จ.ชัยภูมิ 36140,,,,,"044-889104,848022",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2231,โรงเรียน,ท่ามะไฟหวาน,TRUE,โรงเรียน ท่ามะไฟหวาน,,,8505,ผอ.อมร  ดอนตระกูล,,ผอ.อมร  ดอนตระกูล,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ท่ามะไฟหวาน อ.แก้งคร้อ,จ.ชัยภูมิ 36150,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2232,โรงเรียน,บ้านแท่นวิทยา,TRUE,โรงเรียน บ้านแท่นวิทยา,,,8507,ผช.สุจิตรา  ระโหฐาน,,ผช.สุจิตรา  ระโหฐาน,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.บ้านแท่น อ.บ้านแท่น,จ.ชัยภูมิ 36190,,,,044-887107,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2233,โรงเรียน,บ้านหันวิทยา,TRUE,โรงเรียน บ้านหันวิทยา,,,8517,อ.สุทัศนีย์  ธนศักดิ์พูนชัย,,อ.สุทัศนีย์  ธนศักดิ์พูนชัย,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.บ้านหัน อ.เกษตรสมบูรณ์,จ.ชัยภูมิ 36120,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2234,โรงเรียน,บ้านโคกกุง,TRUE,โรงเรียน บ้านโคกกุง,,,8518,อ.อุดมพันธ์  หอมจันทร์,,อ.อุดมพันธ์  หอมจันทร์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.โคกกุง อ.แก้งคร้อ,จ.ชัยภูมิ 36150,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2235,โรงเรียน,นาหนองทุ่มวิทยา,TRUE,โรงเรียน นาหนองทุ่มวิทยา,,,8519,อ.วีณา  อาจนาเสียว,,อ.วีณา  อาจนาเสียว,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.นาหนองทุ่ม อ.แก้งคร้อ,จ.ชัยภูมิ 36150,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2236,โรงเรียน,บ้านเป้าวิทยา,TRUE,โรงเรียน บ้านเป้าวิทยา,,,8520,อ.บุปผาวรรณ  ฦานาม,,อ.บุปผาวรรณ  ฦานาม,TRUE,TRUE,FALSE,30,,Default,FALSE,138 หมู่ 8 ต.บ้านเป้า,อ.เกษตรสมบูรณ์ จ.ชัยภูมิ 36120,,,,044-861121,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2237,โรงเรียน,หนองสังข์วิทยายน,TRUE,โรงเรียน หนองสังข์วิทยายน,,,8525,อ.นิภาพร  ธนูทอง,,อ.นิภาพร  ธนูทอง,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.หนองสังข์ อ.แก้งคร้อ,จ.ชัยภูมิ 36150,,,,01-4637824,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2238,โรงเรียน,ชุมพลวิทยาสรรค์,TRUE,โรงเรียน ชุมพลวิทยาสรรค์,,,3668,ผอ.สังข์ทอง  อนันต์,,ผอ.สังข์ทอง  อนันต์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ชุมพลบุรี  อ.ชุมพลบุรี,จ.สุรินทร์  32190,,,,"044-596104,01-3606528",044-596104,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2239,โรงเรียน,สุรวิทยาคาร,TRUE,โรงเรียน สุรวิทยาคาร,,,3684,ผอ.สมหมาย  เจริญรัตน์,,ผอ.สมหมาย  เจริญรัตน์,TRUE,TRUE,FALSE,30,,Default,FALSE,ถ.หลักเมือง อ.เมือง,จ.สุรินทร์ 32000,,,,"044-511193,09-9493702",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_224,คุณ,กุลกิตติคุณ,TRUE,คุณ กุลกิตติคุณ,,,1262,คุณอุ้ม,,คุณอุ้ม,TRUE,TRUE,FALSE,0,,Default,FALSE,297/1 ลาดพร้าว 80 แขวงวังทองหลาง,เขตวังทองหลาง กรุงเทพ 10130,,,,084-123-9000,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กุมุทณา
mh_res_partner_2240,โรงเรียน,แตลศิริวิทยา,TRUE,โรงเรียน แตลศิริวิทยา,,,3717,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ศีขรภูมิ จ.สุรินทร์,32110,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2241,,วิทยาลัยเกษตรกรรมเทคโนโลยีชัยภูมิ,TRUE,วิทยาลัยเกษตรกรรมเทคโนโลยีชัยภูมิ,,,8569,อ.วรรณา  จันทร์งาม,,อ.วรรณา  จันทร์งาม,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ในเมือง อ.เมือง,จ.ชัยภูมิ 36000,,,,044-811160,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2242,โรงเรียน,สิรินธร,TRUE,โรงเรียน สิรินธร,,,3736,อ.บังอร  ชุรานุช,ผช.ผอ.,"อ.บังอร  ชุรานุช, ผช.ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,ถ.เทศบาล 1 อ.เมือง,จ.สุรินทร์ 32000,,,,044-511189,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2243,โรงเรียน,สำโรงทาบวิทยาคม,TRUE,โรงเรียน สำโรงทาบวิทยาคม,,,3765,ผช.วีระพล  สายหอม,,ผช.วีระพล  สายหอม,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.สำโรงทาบ จ.สุรินทร์ 32170,,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2244,โรงเรียน,สินรินทร์วิทยา,TRUE,โรงเรียน สินรินทร์วิทยา,,,3774,อ.นภาพร จินดาศรี,,อ.นภาพร จินดาศรี,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เขวาสินรินทร์ จ.สุรินทร์ 32000,,,,,044-519044,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2245,โรงเรียน,ไพเราะวิทยา(อนุบาล),TRUE,โรงเรียน ไพเราะวิทยา(อนุบาล),,,8644,อ.สุทธิดา  ไพเราะ,,อ.สุทธิดา  ไพเราะ,TRUE,TRUE,FALSE,30,,Default,FALSE,244 ถ.ชัยประสิทธิ์ ต.ในเมือง,อ.เมือง จ.ชัยภูมิ 36000,,,,044-811540,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2246,โรงเรียน,พระธาตุหนองสามหมื่น,TRUE,โรงเรียน พระธาตุหนองสามหมื่น,,,8645,ผอ.สนองชัย,,ผอ.สนองชัย,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.บ้านแก้ง อ.ภูเขียว,จ.ชัยภูมิ 36130,,,,044-861281/บ้าน,01-6017665 อ.วรรณภา,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2247,โรงเรียน,ภูเขียว,TRUE,โรงเรียน ภูเขียว,,,8659,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ผักบัว  อ.ภูเขียว,จ.ชัยภูมิ  36110,,,,044-861430,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2248,,วิทยาลัยเทคโนโลยีชัยภูมิบริหารธุรกิจ,TRUE,วิทยาลัยเทคโนโลยีชัยภูมิบริหารธุรกิจ,,,3834,อ.นิตยา,การเงิน,"อ.นิตยา, การเงิน",TRUE,TRUE,FALSE,30,,Default,FALSE,107/118 ก. ถ.ชัยประสิทธิ์ ต.ในเมือง,อ.เมือง  จ.ชัยภูมิ  36000,,,,"044-811331,086-8727883",044-811331,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2249,,วิทยาลัยเทคนิคชัยภูมิ,TRUE,วิทยาลัยเทคนิคชัยภูมิ,,,3851,อ.บำรุง  กอบเงิน,ผู้จัดการสหกรณ์,"อ.บำรุง  กอบเงิน, ผู้จัดการสหกรณ์",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ชัยภูมิ 36000,,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_225,บริษัท,เกรท เปเปอร์ บ๊อก จำกัด,TRUE,บริษัท เกรท เปเปอร์ บ๊อก จำกัด,,,1210,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,46/109  ม.3  ซอยสวนสมเด็จย่า ศรีสมาน,ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี 11120,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กุมุทณา
mh_res_partner_2250,,วิทยาลัยสารพัดช่างชัยภูมิ,TRUE,วิทยาลัยสารพัดช่างชัยภูมิ,,,8733,อ.เมธี,ผจก.สหการ,"อ.เมธี, ผจก.สหการ",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ชัยภูมิ 36000,,,,,044-812083,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2251,โรงเรียน,หนองบัวบานวิทยา,TRUE,โรงเรียน หนองบัวบานวิทยา,,,9056,อ.สุธี  บุญถือ,ผอ.,"อ.สุธี  บุญถือ, ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,ต.หนองบัวบาน อ.จัตุรัส,จ.ชัยภูมิ 36130,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2252,โรงเรียน,ภูพระวิทยาคม,TRUE,โรงเรียน ภูพระวิทยาคม,,,8817,อ.กัลยาณี  พั้วพวง,,อ.กัลยาณี  พั้วพวง,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.นาเสียว อ.เมือง,จ.ชัยภูมิ 36000,,,,"044-823030,09-2863525",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2253,โรงเรียน,หนองไผ่วิทยานุสรณ์,TRUE,โรงเรียน หนองไผ่วิทยานุสรณ์,,,8832,อ.จีรศักดิ์,,อ.จีรศักดิ์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.หนองไผ่ อ.เมือง,จ.ชัยภูมิ 36240,,,,044-823031,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2254,โรงเรียน,แก้งคร้อวิทยา,TRUE,โรงเรียน แก้งคร้อวิทยา,,,8876,อ.ปรีชา  ชัยเนตร,ผอ.,"อ.ปรีชา  ชัยเนตร, ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.แก้งคร้อ จ.ชัยภูมิ 36150,,,,,044-881242-3,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2255,โรงเรียน,ชุมชนบ้านจอก (คอนสวรรค์วิทยากร),TRUE,โรงเรียน ชุมชนบ้านจอก (คอนสวรรค์วิทยากร),,,8882,อ.กมล  พัฒน์มะณี,ผู้อำนวนการ,"อ.กมล  พัฒน์มะณี, ผู้อำนวนการ",TRUE,TRUE,FALSE,30,,Default,FALSE,ต.คอนสวรรค์ อ.คอนสวรรค์,จ.ชัยภูมิ 36140,,,,044-889108,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2256,โรงเรียน,โนนเทพ,TRUE,โรงเรียน โนนเทพ,,,3924,อ.อัมราภรณ์  ห้าวหาญ,อาจารย์ 1,"อ.อัมราภรณ์  ห้าวหาญ, อาจารย์ 1",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.โนนนารายณ์ จ.สุรินทร์ 32130,,,,,"044-518954,541096",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2257,โรงเรียน,เบิดพิทยาสรรค์,TRUE,โรงเรียน เบิดพิทยาสรรค์,,,3972,อ.เดขา  การรัมย์,,อ.เดขา  การรัมย์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.รัตนบุรี จ.สุรินทร์ 32130,,,,,"044-599525,06-2658204",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2258,โรงเรียน,นางแดดวังชมภูวิทยารัชมังคลาภิเษก,TRUE,โรงเรียน นางแดดวังชมภูวิทยารัชมังคลาภิเษก,,,8901,อ.จินตนา,,อ.จินตนา,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.นางแดด อ.หนองบัวแดง,จ.ชัยภูมิ 36210,,,,01-9676972,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2259,โรงเรียน,บ้านเดื่อวิทยาคม,TRUE,โรงเรียน บ้านเดื่อวิทยาคม,,,8909,อ.วิศาล  หอมวงษ์,,อ.วิศาล  หอมวงษ์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.บ้านเดื่อ อ.เกษตรสมบูรณ์,จ.ชัยภูมิ 36120,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_226,บริษัท,โกลเด้นไพร้ซ์ แคนนิ่ง จำกัด,TRUE,บริษัท โกลเด้นไพร้ซ์ แคนนิ่ง จำกัด,,,247,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,55/4 หมู่ที่ 3 ถนนโคกขาม ต.บางหญ้าแพรก,อ.เมือง จ.สมุทรสาคร 74000,,,,24335972,24356861,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กุมุทณา
mh_res_partner_2260,โรงเรียน,คูเมืองวิทยา,TRUE,โรงเรียน คูเมืองวิทยา,,,8910,อ.นิคม  ป้อมปริยานนท์,อาจารย์ใหญ่,"อ.นิคม  ป้อมปริยานนท์, อาจารย์ใหญ่",TRUE,TRUE,FALSE,30,,Default,FALSE,ต.กุดชุมแสง อ.หนองบัวแดง,จ.ชัยภูมิ 36210,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2261,โรงเรียน,โคกสะอาดวิทยา,TRUE,โรงเรียน โคกสะอาดวิทยา,,,8961,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.โคกสะอาด อ.ภูเขียว,จ.ชัยภูมิ 36110,,,,01-3703879,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2262,โรงเรียน,ภูมิวิทยา,TRUE,โรงเรียน ภูมิวิทยา,,,8963,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ภูเขียว จ.ชัยภูมิ 36110,,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2263,โรงเรียน,ศีขรภูมิพิสัย,TRUE,โรงเรียน ศีขรภูมิพิสัย,,,4056,อ.เลิศชาย  สุขประเสริฐ,ผอ.,"อ.เลิศชาย  สุขประเสริฐ, ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ศีขรภูมิ จ.สุรินทร์ 32110,,,,,"044-561252,01-7908658",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2264,โรงเรียน,จอมพระประชาสรรค์,TRUE,โรงเรียน จอมพระประชาสรรค์,,,4057,อ.ไพโรจน์  ดำรงค์ศักดิ์,,อ.ไพโรจน์  ดำรงค์ศักดิ์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.จอมพระ,จ.สุรินทร์ 32180,,,,044-581117,044-581117,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2265,โรงเรียน,อนุบาลชัยภูมิ,TRUE,โรงเรียน อนุบาลชัยภูมิ,,,4071,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ชัยภูมิ 36000,,,,,"044-811887,821379,822416-บ้าน",01-4630313,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2266,โรงเรียน,สตรีชัยภูมิ,TRUE,โรงเรียน สตรีชัยภูมิ,,,4072,อ.ศุภร ภาวสิทธิ์,ผช.ผอ.,"อ.ศุภร ภาวสิทธิ์, ผช.ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,ถ.บรรณาการ อ.เมือง,จ.ชัยภูมิ 36000,,,,044-811419,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2267,โรงเรียน,วีรวัฒน์โยธิน,TRUE,โรงเรียน วีรวัฒน์โยธิน,,,4081,"ผช.วิทยา เพ่งเล็งดี,ผช.ณรงค์",,"ผช.วิทยา เพ่งเล็งดี,ผช.ณรงค์",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.สุรินทร์ 32000,,,,,"044-515689,01-8774409-ผอ.กิตติ",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2268,โรงเรียน,กาญจนาภิเษกวิทยาลัย ชัยภูมิ,TRUE,โรงเรียน กาญจนาภิเษกวิทยาลัย ชัยภูมิ,,,4085,อ.สมหมาย  ภิญโญดม,ผช.ผอ.,"อ.สมหมาย  ภิญโญดม, ผช.ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ชัยภูมิ 36000,,,,,044-821739,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2269,โรงเรียน,สุรพินท์พิทยา,TRUE,โรงเรียน สุรพินท์พิทยา,,,4098,อ.สมเกียรติ  พาณิชย์กิจเจริญ,,อ.สมเกียรติ  พาณิชย์กิจเจริญ,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ลำดวน จ.สุรินทร์ 32220,,,,,"044-541096 ,09-5809234",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_227,บริษัท,ขนส่งน้ำมันทางท่อ จำกัด,TRUE,บริษัท ขนส่งน้ำมันทางท่อ จำกัด,,,69,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,424 หมู่ 11 ถนน วิภาวดีรังสิต แขวงสีกัน,เขตดอนเมือง กรุงเทพฯ 10210,,,,025746180  029295555,25746101,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กุมุทณา
mh_res_partner_2270,โรงเรียน,เมืองบัววิทยา,TRUE,โรงเรียน เมืองบัววิทยา,,,4121,ผอ.,,ผอ.,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.เมืองบัว อ.ชุมพลบุรี,จ.สุรินทร์ 32190,,,,,,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2271,โรงเรียน,นายางกลักพิทยาคม,TRUE,โรงเรียน นายางกลักพิทยาคม,,,9014,ผอ.วิสุทธิ์  แขรัมย์,,ผอ.วิสุทธิ์  แขรัมย์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เทพสถิต จ.ชัยภูมิ 36230,,,,,"044-874120 ,01-7396509",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
mh_res_partner_2272,โรงเรียน,หนองคอนไทยวิทยาคม,TRUE,โรงเรียน หนองคอนไทยวิทยาคม,,,9030,ผอ.ดาว นามบัณฑิต,,ผอ.ดาว นามบัณฑิต,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.หนองคอนไทย อ.ภูเขียว,จ.ชัยภูมิ 36110,,,,"044-862099,09-5715193",,,,ภาคอีสาน,สถานศึกษา,,"ภาคอีสาน,สถานศึกษา",,ศรัณย์พร
