id,customer_pname,customer_name,name,partner_code,partner_sub_code,ref,contact_name,position,comment,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,fax,mobile,email,area_name,group_name,sub_group_name,category_id,website,user_id
modern_res_partner_43,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสมุทรปราการ,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_44,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาอยุธยา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาอยุธยา,OC,,OC9,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 126  หมู่ที่ 3  ถนนสายเอเซีย  ตำบลคลองสวนพูล,อำเภอพระนครศรีอยุธยา  จังหวัดพระนครศรีอยุธยา,,,,035-229604-5 ต่อ 100,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_45,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาอยุธยา,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_46,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขารามอินทรา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขารามอินทรา,OC,,OC10,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 59  ชั้น F.1 หมู่ที่ 4  ถนนรามอินทรา,แขวงอนุสาวรีย์  เขตบางเขน  กรุงเทพฯ 10220,,,,02-5227355,02-5227356,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_47,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขารามอินทรา,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_48,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาเชียงใหม่,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเชียงใหม่,OC,,OC11,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 152/1  อาคารพันธุ์ทิพย์พลาซ่า เชียงใหม่ ชั้น 1 ห้อง 1109-1112,ถ.ช้างคลาน ต.ช้างคลาน  อ.เมือง  จ.เชียงใหม่,,,,053-288300,053-288301,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_49,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเชียงใหม่,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_50,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาภูเก็ต,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาภูเก็ต,OC,,OC12,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 74-75  อาคารเซ็นทรัลเฟสติวัลภูเก็ต ชั้น พี 2  หมู่ที่ 5,ถนนวิชิตสงคราม  ตำบลวิชิต  อำเภอเมืองภูเก็ต  จังหวัดภูเก็ต,,,,076-249695 ต่อ 101,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_51,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาภูเก็ต,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_52,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาบางใหญ่,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาบางใหญ่,OC,,OC13,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 9/9  ชั้น 2 หมู่ที่ 11 ถ.ตลิ่งชัน-สุพรรณบุรี,ต.บางรักพัฒนา  อ.บางบัวทอง  จ.นนทบุรี  11110,,,,02-9212220,02-9212221,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_53,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาบางใหญ่,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_54,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาหาดใหญ่,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาหาดใหญ่,OC,,OC14,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 677  ชั้น 1 ถนนเพชรเกษม  ตำบลหาดใหญ่,อำเภอหาดใหญ่  จังหวัดสงขลา  90110,,,,074-262971-3,074-262972,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_55,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาหาดใหญ่,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_56,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาเพชรเกษม,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเพชรเกษม,OC,,OC15,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 1759/5   ถนนเพชรเกษม,แขวงหลักสอง  เขตบางแค  กรุงเทพมหานคร 10160,,,,02-4213619,02-4213620,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_57,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเพชรเกษม,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_58,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 4,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 4,OC,,OC16,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 2929  ถนนพระราม 4,แขวงคลองตัน  เขตคลองเตย  กรุงเทพฯ,,,,02-2604380-3 ต่อ 101,02-2604381,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_59,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 4,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_60,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพัทยา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพัทยา,OC,,OC17,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 565/66  หมู่ที่ 10  ตำบลหนองปรือ,อำเภอบางละมุง  จังหวัดชลบุรี,,,,038-374904-6,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_61,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพัทยา,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_62,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศรีนครินทร์,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศรีนครินทร์,OC,,OC18,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 55/1  ถนนศรีนครินทร์,แขวงหนองบอน  เขตประเวศ  กรุงเทพฯ 10250,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_63,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศรีนครินทร์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_64,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขารัตนาธิเบศร์,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขารัตนาธิเบศร์,OC,,OC19,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 68/100  หมู่ที่ 8  ถ.รัตนาธิเบศร์,ต.บางกระสอ  อ.เมืองนนทบุรี  จ.นนทบุรี,,,,02-5254870,02-5254871,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_65,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขารัตนาธิเบศร์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_66,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาระยอง,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาระยอง,OC,,OC20,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 15/11  อาคารศูนย์การค้าบิ๊กซี ซุปเปอร์เซ็นเตอร์ ชั้น จี,ถ.บางนา-ตราด  ต.เชิงเนิน  อ.เมืองระยอง  จ.ระยอง,,,,038-624193,038-624283,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_67,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาระยอง,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_68,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขา แจ้งวัฒนะ,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขา แจ้งวัฒนะ,OC,,OC23,คุณ รุ่ง,,คุณ รุ่ง,TRUE,TRUE,FALSE,,Default,FALSE,ห้างสรรพสินค้าเซ็นทรัล ชั้นบี  เลขที่ 99/99 หมู่ที่ 2  ถ.แจ้งวัฒนะ,แขวงบางตลาด  เขตปากเกร็ด  จังหวัดนนทบุรี  11120,,,,02-8353510-3,02-8353511,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_69,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขา แจ้งวัฒนะ,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_70,บริษัท,ออฟฟิช คลับ (ไทย) จำกัด สาขาชลบุรี,บริษัท ออฟฟิช คลับ (ไทย) จำกัด สาขาชลบุรี,OC,,OC21,,,,TRUE,TRUE,FALSE,,Default,FALSE,55/88-55/89 หมู่1 ต.เสม็ด,อ.เมือง จ.ชลบุรี 20000,,,,"033-033200,038-053763.4",033-003201,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_71,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิช คลับ (ไทย) จำกัด สาขาชลบุรี,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_72,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาสุขุมวิทอโศก,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสุขุมวิทอโศก,OC,,OC42,,,,TRUE,TRUE,FALSE,,Default,FALSE,ชั้นบี 1  เลขที่ 189/1  ถนนสุขุมวิท 21,แขวงคลองเตยเหนือ   เขตวัฒนา  กรุงเทพฯ  10110,,,,,02-6300825,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_73,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสุขุมวิทอโศก,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_74,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาถนนสิรินธร,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาถนนสิรินธร,OC,,OC43,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 122  ถนนสิรินธร  แขวงบางพลัด,เขตบางพลัด  กรุงเทพฯ  10700,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_75,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาถนนสิรินธร,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_76,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาแฟชั่นไอส์แลนด์,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาแฟชั่นไอส์แลนด์,OC,,OC44,,,,TRUE,TRUE,FALSE,,Default,FALSE,ชั้นG  เลขที่593  ถนนรามอินทรา  แขวงคันนายาว,เขตคันนายาว  กรุงเทพฯ 10230,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_77,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาแฟชั่นไอส์แลนด์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_78,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาตึกคอมขอนแก่น,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาตึกคอมขอนแก่น,OC,,OC45,,,,TRUE,TRUE,FALSE,,Default,FALSE,ตั้งอยู่เลขที่ 250/1 ชั้น B ถนนศรีจันทร์ ตำบลในเมือง,อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_79,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาตึกคอมขอนแก่น,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_80,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาเสนาเซ็นเตอร์,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเสนาเซ็นเตอร์,OC,,OC46,,,,TRUE,TRUE,FALSE,,Default,FALSE,ตั้งอยู่เลขที่ 1873/2 ชั้น 1 ถนนพหลโยธิน,แขวงลาดยาว  เขตจตุจักร  กรุงเทพฯ  10900,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_81,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเสนาเซ็นเตอร์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_82,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 9,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 9,OC,,OC47,,,,TRUE,TRUE,FALSE,,Default,FALSE,"9/8,9/9  ถนนพระราม 9  แขวงห้วยขวาง",เขตห้วยขวาง  กรุงเทพฯ  10310,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_83,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 9,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_84,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาสำโรง,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสำโรง,OC,,OC48,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 1293 หมู่ที่ 4  ต.เทพารักษ์,อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_85,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสำโรง,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
