id,customer_pname,customer_name,name,ref,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,mobile,fax,email,area_name,group_name,sub_group_name,category_id,website,comment,user_id
mh_res_partner_60,ห้างหุ้นส่วนสามัญ,คณะบุคคล ซี.วี. เทรดดิ้ง,ห้างหุ้นส่วนสามัญ คณะบุคคล ซี.วี. เทรดดิ้ง,0786,TRUE,TRUE,FALSE,,Default,FALSE,131/37-38  ถนนสุขุมวิท,แขวงคลองเตย  เขตคลองเตย  กรุงเทพฯ,,,,9446431,,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง",,,ประภาพร
mh_res_partner_61,บริษัท,ตากอรุณสิน จำกัด,บริษัท ตากอรุณสิน จำกัด,0049,TRUE,TRUE,FALSE,,Default,FALSE,"272,274,276,278 ซ.เจริญกรุง 43 (ตรอกสะพานยาว) ถ.เจริญกรุง",แขวงสี่พระยา เขตบางรัก กทม.10500,,,,2682255,,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก",,,พรเทพ
mh_res_partner_62,,เสริมทรัพย์,เสริมทรัพย์,0050,TRUE,TRUE,FALSE,,Default,FALSE,2 ปากตรอกซอยสุกร,ถนนพระราม 4 กรุงเทพฯ,,,,"2216381,2244256",,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก",,,พรเทพ
mh_res_partner_63,บริษัท,ยงเจริญศูนย์เครื่องเขียน จำกัด,บริษัท ยงเจริญศูนย์เครื่องเขียน จำกัด,0051,TRUE,TRUE,FALSE,,Default,FALSE,2 ซอยรองเมือง 2  ถนนรองเมือง,แขวงรองเมือง  เขตปทุมวัน  กรุงเทพฯ   10330,,,,"02-2165477-90,02-2162888",,02-2165489,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง",,,พรเทพ
mh_res_partner_64,หจก.,เจริญกรุงบุ๊คสโตร์,หจก. เจริญกรุงบุ๊คสโตร์,0052,TRUE,TRUE,FALSE,,Default,FALSE,602-604 ถนนเจริญกรุง,แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ,,,,,,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก",,,พรเทพ
mh_res_partner_65,บริษัท,ศึกษาภัณฑ์ จำกัด,บริษัท ศึกษาภัณฑ์ จำกัด,3949,TRUE,TRUE,FALSE,,Default,FALSE,123 หมู่ที่ 11 ต.ชัยจุมพล,อ.ลับแล จ.อุตรดิตถ์ 53130,,,,"055-450339,450340",,055-431557,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_66,,เอ แอนด์ พี ซุปเปอร์มาร์ท,เอ แอนด์ พี ซุปเปอร์มาร์ท,3950,TRUE,TRUE,FALSE,,Default,FALSE,55/4 หมู่ 10 ถ.เหมืองแดง ต.แม่สาย,อ.แม่สาย  จ.เชียงราย  57130,,,,053-644113,,053-731660,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_67,บริษัท,ธันยบูรณ์พานิช จำกัด,บริษัท ธันยบูรณ์พานิช จำกัด,3951,TRUE,TRUE,FALSE,,Default,FALSE,63/9 ถ.สนามบิน ต.หัวเวียง,อ.เมืองลำปาง จ.ลำปาง 52000,,,,054-314915-6,,054-314931,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_68,บริษัท,ดี.เค.แคมปัส สโตร์ จำกัด,บริษัท ดี.เค.แคมปัส สโตร์ จำกัด,3953,TRUE,TRUE,FALSE,,Default,FALSE,79/1 ถ.คชสาร ต.ช้างคลาน,อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,,,,053-206996-98,,053-284637,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_69,บริษัท,เทพวัลย์ กรุ๊ป (1995) จำกัด,บริษัท เทพวัลย์ กรุ๊ป (1995) จำกัด,3963,TRUE,TRUE,FALSE,,Default,FALSE,732/2-6 ถ.พหลโยธิน ต.เวียง,อ.เมือง จ.เชียงราย 57000,,,,053-711015,,053-740464,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_70,ห้างหุ้นส่วนจำกัด,เชียงใหม่กราฟฟิค,ห้างหุ้นส่วนจำกัด เชียงใหม่กราฟฟิค,3966,TRUE,TRUE,FALSE,,Default,FALSE,175/12  ถ.พระปกเกล้า ต.ศรีภูมิ,อ.เมือง  จ.เชียงใหม่  50200,,,,053-222086,,053-211636,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_71,ห้างหุ้นส่วนจำกัด,เชียงใหม่สิริสวัสดิ์,ห้างหุ้นส่วนจำกัด เชียงใหม่สิริสวัสดิ์,3967,TRUE,TRUE,FALSE,,Default,FALSE,1 ซอย 7 ถ.หมื่นด้ามพร้าคต,ต.ช้างเผือก อ.เมือง จ.เชียงใหม่ 50300,,,,053-219664,,,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,พีรพัฒน์
mh_res_partner_72,ห้างหุ้นส่วนจำกัด,นิสิตยโสธร,ห้างหุ้นส่วนจำกัด นิสิตยโสธร,3239,TRUE,TRUE,FALSE,,Default,FALSE,77  ถ.ประชาสัมพันธ์ ต.ในเมือง,อ.เมือง จ.ยโสธร 35000,,,,"045-711637,711871",,045-712347,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,เพียว
mh_res_partner_73,บริษัท,ซีสแม็กซ์ อินเตอร์เทรด จำกัด,บริษัท ซีสแม็กซ์ อินเตอร์เทรด จำกัด,3240,TRUE,TRUE,FALSE,,Default,FALSE,129 ซอยลาดพร้าว 63 ถนนลาดพร้าว,แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพฯ 10310,,,,,,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,เพียว
mh_res_partner_74,ร้าน,ไทยเจริญ,ร้าน ไทยเจริญ,3241,TRUE,TRUE,FALSE,,Default,FALSE,26-28  ถ.สถลมาร์ค ต.วารินชำราบ,อ.วารินชำราบ จ.อุบลราชธานี 34190,,,,045-321801,,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,เพียว
mh_res_partner_75,ห้างหุ้นส่วนจำกัด,รวมสินไทยเซ็นเตอร์,ห้างหุ้นส่วนจำกัด รวมสินไทยเซ็นเตอร์,3242,TRUE,TRUE,FALSE,,Default,FALSE,172-174  ถ.แจ้งสนิท ต.ในเมือง,อ.เมือง จ.อุบลราชธานี 34000,,,,"045-255247,262880",,045-262003,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,เพียว
mh_res_partner_76,ร้าน,อุบลวิทยาคาร,ร้าน อุบลวิทยาคาร,3247,TRUE,TRUE,FALSE,,Default,FALSE,54-58  ถ.อุปราช,อ.เมือง จ.อุบลราชธานี 34000,,,,045-243697,,045-255295,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,เพียว
mh_res_partner_77,ห้างหุ้นส่วนจำกัด,ล้ำฟ้าโอเอแอนด์สเตชั่นเนอรี่,ห้างหุ้นส่วนจำกัด ล้ำฟ้าโอเอแอนด์สเตชั่นเนอรี่,3250,TRUE,TRUE,FALSE,,Default,FALSE,192  ถ.ผาแดง ต.ในเมือง,อ.เมือง จ.อุบลราชธานี 34000,,,,045-246006-9,,045-264655,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,เพียว
mh_res_partner_78,ร้าน,อ.สดศรี,ร้าน อ.สดศรี,3844,TRUE,TRUE,FALSE,,Default,FALSE,545-549 หมู่ 6 ตลาดเหนือ ต.ศาลเจ้าโรงทอง,อ.วิเศษชัยชาญ  จ.อ่างทอง 14110,,,,035-631480,,,,ภาคกลาง,ร้านค้าทั่วไป,ขายส่ง,"ภาคกลาง,ร้านค้าทั่วไป,ขายส่ง",,,ยศวีร์
mh_res_partner_79,,หนึ่งมุกดาหาร,หนึ่งมุกดาหาร,3495,TRUE,TRUE,FALSE,,Default,FALSE,48/3-5 ถ.แก้วกินรี,อ.เมือง จ.มุกดาหาร 49000,,,,042-611715,,042-612822,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_80,,ปริญญาศึกษา,ปริญญาศึกษา,3496,TRUE,TRUE,FALSE,,Default,FALSE,105 ถ.วิวิธสุรการ ต.มุกดาหาร,อ.เมืองมุกดาหาร จ.มุกดาหาร 49000,,,,"042-632357,086-5049786-คุณป๊อด",,085-7427485-คุณปู,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_81,,ราชยานยนต์ 2,ราชยานยนต์ 2,3499,TRUE,TRUE,FALSE,,Default,FALSE,66/6 หมู่ 9 ถ.นิตโย ต.พังโคน,อ.พังโคน จ.สกลนคร 47160,,,,"042-771026,771021",,042-771153,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_82,ห้างหุ้นส่วนจำกัด,อุรณาก่อสร้าง,ห้างหุ้นส่วนจำกัด อุรณาก่อสร้าง,3500,TRUE,TRUE,FALSE,,Default,FALSE,556/4-5 หมู่ที่ 2 ถ.สุรินทร์-ช่องจอม,ต.กังแอน อ.ปราสาท จ.สุรินทร์ 32140,,,,044-551154,,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_83,,บางกอกวัสดุก่อสร้าง,บางกอกวัสดุก่อสร้าง,3501,TRUE,TRUE,FALSE,,Default,FALSE,1586/2-3  ถ.รัฐพัฒนา ต.ธาตุเชิงชุม,อ.เมืองสกลนคร จ.สกลนคร 47000,,,,"042-713122,01-9540508",,042-713122,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_84,,โยศึกษาภัณฑ์,โยศึกษาภัณฑ์,3502,TRUE,TRUE,FALSE,,Default,FALSE,89 หมู่ 6 ต.หนองสูงเหนือ,อ.หนองสูง จ.มุกดาหาร 49160,,,,"042-635098,09-5717630",,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_85,,สกลรุ่งเจริญภัณฑ์,สกลรุ่งเจริญภัณฑ์,3503,TRUE,TRUE,FALSE,,Default,FALSE,386/15 หมู่ 2 ต.ธาตุเชิงชุม,อ.เมืองสกลนคร จ.สกลนคร 47000,,,,042-733214,,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_86,,มานะวิทยา,มานะวิทยา,3505,TRUE,TRUE,FALSE,,Default,FALSE,1171/2-3 ถ.วรบุตร,ต.ตลาด อ.เมือง จ.มหาสารคาม 44000,,,,043-711142,,043-711142,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_87,ห้างหุ้นส่วนจำกัด,สื่อศึกษามหาสารคาม,ห้างหุ้นส่วนจำกัด สื่อศึกษามหาสารคาม,3506,TRUE,TRUE,FALSE,,Default,FALSE,434 ถ.นครสวรรค์ ต.ตลาด,อ.เมืองมหาสารคาม จ.มหาสารคาม 44000,,,,"043-721589,722548",,043-722548,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_88,,รัตนชัยศึกษาภัณฑ์,รัตนชัยศึกษาภัณฑ์,3511,TRUE,TRUE,FALSE,,Default,FALSE,30 หมู่ที่ 1 ถ.บุณฑริกจักรพงษ์,ต.บัวขาว อ.กุฉินารายณ์ จ.กาฬสินธุ์ 46110,,,,043-851271,,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_89,ร้าน,สาส์น,ร้าน สาส์น,3514,TRUE,TRUE,FALSE,,Default,FALSE,249-251 หมู่ 9 ถ.ชยางกูร,ต.บุ่ง อ.เมือง จ.อำนาจเจริญ 37000,,,,045-451916,,,,ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง,"ภาคอีสาน,ร้านค้าทั่วไป,ขายส่ง",,,วรพล
mh_res_partner_90,โรงพิมพ์,สุวรรณพานิช,โรงพิมพ์ สุวรรณพานิช,3020,TRUE,TRUE,FALSE,,Default,FALSE,65/2 ถ.หลังสวน,อ.หลังสวน จ.ชุมพร 86110,,,,077-541176,,,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_91,,สหไทยศึกษาภัณฑ์,สหไทยศึกษาภัณฑ์,3021,TRUE,TRUE,FALSE,,Default,FALSE,245-247 ถ.ปรมินทร์มรรคา,อ.เมือง จ.ชุมพร 86000,,,,077-511201,,,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_92,,พจน์เครื่องเขียน,พจน์เครื่องเขียน,3022,TRUE,TRUE,FALSE,,Default,FALSE,249/1 ถ.ปรมินทร์มรรคา,อ.เมือง จ.ชุมพร 86000,,,,077-501340,,,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_93,โรงพิมพ์,ตั้งเจริญ,โรงพิมพ์ ตั้งเจริญ,3023,TRUE,TRUE,FALSE,,Default,FALSE,250-252 ถ.ปรมินทร์มรรคา,อ.เมือง จ.ชุมพร 86000,,,,"077-503591,511071",,077-571611,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_94,,แต้เซ่งหลี,แต้เซ่งหลี,3024,TRUE,TRUE,FALSE,,Default,FALSE,182 ถ.ปรมินทร์มรรคา,อ.เมือง จ.ชุมพร 86000,,,,077-511029,,,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_95,ห้างหุ้นส่วนจำกัด,ชุมพรเครื่องเขียน,ห้างหุ้นส่วนจำกัด ชุมพรเครื่องเขียน,3025,TRUE,TRUE,FALSE,,Default,FALSE,"25/40,25/41 ถ.กรมหลวงชุมพร",ต.ท่าตะเภา อ.เมืองชุมพร จ.ชุมพร 86000,,,,"077-511629,503809,01-8947089",,077-503809,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_96,,สมอทอง,สมอทอง,3026,TRUE,TRUE,FALSE,,Default,FALSE,289/3 ถ.ตลาดใหม่ ต.ตลาด,อ.เมือง จ.สุราษฎร์ธานี 84000,,,,"077-210218, 287736",,,,ภาคใต้,ร้านค้าทั่วไป,ขายส่ง,"ภาคใต้,ร้านค้าทั่วไป,ขายส่ง",,,วรวิทย์
mh_res_partner_97,,ธนาคารกรุงศรีอยุธยา  จำกัด (มหาชน),ธนาคารกรุงศรีอยุธยา  จำกัด (มหาชน),0669,TRUE,TRUE,FALSE,,Default,FALSE,1222  ถนนพระราม 3  แขวงบางโพงพาง,เขตยานนาวา  กรุงเทพมหานคร 10120,,,,02-2962446,,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง",,,วิทยา
mh_res_partner_98,บริษัท,กิฟท์แลนด์จำกัด,บริษัท กิฟท์แลนด์จำกัด,0716,TRUE,TRUE,FALSE,,Default,FALSE,"22,24,26,28,30,32,34,36,38 ซอยบางแวก 41",แขวงบางแวก เขตภาษีเจริญ  กรุงเทพมหานคร 10160,,,,8650805  8913088 8913079 #135,,024659527,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง",,,วิทยา
mh_res_partner_99,บริษัท,ฮีไลซ์ (ประเทศไทย) จำกัด,บริษัท ฮีไลซ์ (ประเทศไทย) จำกัด,1002,TRUE,TRUE,FALSE,,Default,FALSE,112/1  ถนนมิตรพันธ์,แขวงป้อมปราบ  เขตป้อมปราบศัตรูพ่าย กรุงเทพฯ 10100,,,,2238960-2239830,,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง",,,วิทยา
mh_res_partner_100,,Grupo MBS.,Grupo MBS.,1144,TRUE,TRUE,FALSE,,Default,FALSE,AV.Karl  Marx,"1464/B2, Maputo, Mozambique",,,,,,02-2549369,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก",,,วิทยา
mh_res_partner_101,บริษัท,แฟนซีอาร์ท  จำกัด,บริษัท แฟนซีอาร์ท  จำกัด,1171,TRUE,TRUE,FALSE,,Default,FALSE,"37/26-27,44-58  ซอยรัชดาภิเษก 14",ถนนรัชดาภิเษก  แขวงตลาดพลู เขตธนบุรี  กรุงเทพฯ 10600,,,,"02-4659521-5,02-4497278-9",,,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายส่ง",,,วิทยา
mh_res_partner_102,ห้างหุ้นส่วนจำกัด,ไทยบิซิเนส ซัพพลาย,ห้างหุ้นส่วนจำกัด ไทยบิซิเนส ซัพพลาย,001250,TRUE,TRUE,FALSE,,Default,FALSE,33/88 ถนนกาญจนาภิเษก แขวงหลักสอง,เขตบางแค กรุงเทพฯ,,,,028035355,,028035355,,กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก,"กรุงเทพฯ,ร้านค้าทั่วไป,ขายปลีก",,,สุเมธ
mh_res_partner_103,ร้าน,เพื่อนครู,ร้าน เพื่อนครู,3134,TRUE,TRUE,FALSE,,Default,FALSE,22/14 ถ.เอกาทศรฐ,อ.เมือง จ.พิษณุโลก 65000,,,,"055-251585,01-7074004",,,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_104,,นครสาส์น,นครสาส์น,3136,TRUE,TRUE,FALSE,,Default,FALSE,170-172 ถ.จรดวิถีถ่อง ต.ธานี,อ.เมือง จ.สุโขทัย 64000,,,,"055-611353,01-9535670",,055-611353,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_105,ห้างหุ้นส่วนจำกัด,หล่อสโตร์เครื่องเขียนแอนด์เซอร์วิส,ห้างหุ้นส่วนจำกัด หล่อสโตร์เครื่องเขียนแอนด์เซอร์วิส,3137,TRUE,TRUE,FALSE,,Default,FALSE,221 ถ.จรดวิถีถ่อง ต.ธานี,อ.เมืองสุโขทัย จ.สุโขทัย 64000,,,,"055-611489,621851,621853",,056-610555,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_106,,ธนพรพานิช,ธนพรพานิช,3139,TRUE,TRUE,FALSE,,Default,FALSE,321-323 ถ.จรดวิถีถ่อง ต.ธานี,อ.เมือง จ.สุโขทัย 64000,,,,055-611878,,,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_107,ร้าน,คลังสิน,ร้าน คลังสิน,3140,TRUE,TRUE,FALSE,,Default,FALSE,2/34 ถ.บัวคูณ ต.แม่สอด,อ.แม่สอด จ.ตาก 63110,,,,"055-531967,533375",,,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_108,ห้างหุ้นส่วนจำกัด,ฮงล้ง มินิมาร์ท,ห้างหุ้นส่วนจำกัด ฮงล้ง มินิมาร์ท,3141,TRUE,TRUE,FALSE,,Default,FALSE,191/4-8 ถ.ประสาทวิถี ต.แม่สอด,อ.แม่สอด จ.ตาก 63110,,,,"055-531273,531823",,055-545500,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_109,ห้างหุ้นส่วนจำกัด,แม่สอดวิทยาคม,ห้างหุ้นส่วนจำกัด แม่สอดวิทยาคม,3145,TRUE,TRUE,FALSE,,Default,FALSE,100/3-7 ถ.ประสาทวิถี,อ.แม่สอด จ.ตาก 63110,,,,"055-532369,01-4749452",,055-531308,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
mh_res_partner_110,ห้างหุ้นส่วนจำกัด,ศรีมาตุลีเซ็นเตอร์,ห้างหุ้นส่วนจำกัด ศรีมาตุลีเซ็นเตอร์,3376,TRUE,TRUE,FALSE,,Default,FALSE,671/4-7 หมู่ที่ 10 ถ.พหลโยธิน,ต.นครสวรรค์ตก อ.เมือง  จ.นครสวรรค์ 60000,,,,056-334593-4,,056-226756,,ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง,"ภาคเหนือ,ร้านค้าทั่วไป,ขายส่ง",,,สุวิทย์
